inchi_key,gcm_cluster,cluster_size,cid,smiles,rscore_mean_all,rscore_mean_enriched,cpd_profile_score,cpd_profile_score_rank,rscore_x_dir_max_enriched,rscore_active
RNPPIUHNBGNDMZ-RGVLZGJSSA-N,2087,110,6862552,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1cccnc1,0.13009094296248983,-0.2,-1.5373860427598531,61,-0.2,0.0
RTXNHCBWVATSOB-DEDYPNTBSA-N,2087,110,6873417,Cc1ccc(S(=O)(=O)N/N=C/c2c(C)nn(-c3ccccc3)c2C)cc1,0.18874222558823603,-0.3,-1.5894694420658482,62,-0.3,0.0
JJHZZORFDQQNOQ-RGVLZGJSSA-N,2087,110,6887602,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1ccncc1,0.2661490544075031,-0.5,-1.878646539297659,63,-0.5,0.0
UUIBLEFZMRHXHR-OUKQBFOZSA-N,2087,110,6048412,Cc1nn(-c2ccccc2)c(Cl)c1/C=C/C(=O)c1ccccc1,0.24850264950980477,-0.5,-2.012050982097365,64,-0.5,0.0
MVBKUFCOWPEERW-OEAKJJBVSA-N,2087,110,5343000,Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1cc(-c2ccccc2)n[nH]1,0.7689662771952261,-1.6,-2.080715432458152,65,-1.6,0.0
NJWXAPPNIHKJNO-GIJQJNRQSA-N,2087,110,6884103,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1ccn[nH]1,0.08448313859761314,-0.2,-2.3673362912401377,66,-0.2,0.0
UDPUNSQYCIUASR-WSDLNYQXSA-N,2087,110,6905912,Cc1ccc(Cn2nc(C)c(/C=N/NC(=O)c3cccnc3)c2C)cc1,0.11355367936061402,-0.3,-2.641922319815686,67,-0.3,0.0
AEMTVOYVNOFKMD-FSJBWODESA-N,2087,110,6872049,Cc1ccc(C)c(OCC(=O)N/N=C/c2c(C)nn(-c3ccccc3)c2Cl)c1,0.2605257255711854,-0.7,-2.6868747739414074,68,-0.7,0.0
CHIMNRBAUJEYCD-CIAFOILYSA-N,2087,110,5726279,Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1cc(C(C)(C)C)[nH]n1,0.32019741039642063,-0.9,-2.810766017394564,69,-0.9,0.0
YNZIGSOKAWOTEO-QGMBQPNBSA-N,2087,110,6884361,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1nn(C)cc1[N+](=O)[O-],0.27135092124040994,-0.8,-2.9482118444374863,70,-0.8,0.0
PTQJPIFHXHLRLI-BHGWPJFGSA-N,2087,110,20846835,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)CNC(=O)c1ccccc1Cl,0.3593278451790293,-1.1,-3.0612712450713158,71,-1.1,0.0
OQWAQMALOHTZJT-RGVLZGJSSA-N,2087,110,9677328,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1nc2ccccc2[nH]1,0.29956742125746055,-1.0,-3.3381467043459274,72,-1.0,0.0
LIEJKIRUKKNCHF-UDWIEESQSA-N,2087,110,6890194,Cc1nn(-c2ccccc2)c(C)c1/C=N/NC(=O)c1ccccc1O,0.1708407201406655,-0.6,-3.512043261735122,73,-0.6,0.0
QBFQUMYDSJOLJZ-CIAFOILYSA-N,2087,110,6905906,Cc1nn(Cc2ccccc2)c(C)c1/C=N/NC(=O)c1cccnc1,0.18362909785166281,-0.7,-3.8120320155657796,74,-0.7,0.0
WEUHPHFRRFPPON-CIAFOILYSA-N,2087,110,6890491,Cc1nn(Cc2ccccc2)c(C)c1/C=N/NC(=O)c1ccccc1O,0.3077528723316291,-1.2,-3.899232494268651,75,-1.2,0.0
CZOVVPPXVGHHKS-AWQFTUOYSA-N,2087,110,5449837,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)CCNc1n[nH]c(=O)[nH]c1=O,0.11679236415174801,-0.5,-4.281101796606765,76,-0.5,0.0
KWAMLKJCMIPJPG-UFFVCSGVSA-N,2087,110,9657585,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(Cl)c(C(=O)O)c1,0.161634866867008,-0.7,-4.330748764596409,77,-0.7,0.0
YBXZAWFTLLDVMJ-CIAFOILYSA-N,2087,110,6909351,Cc1nn(Cc2ccccc2)c(C)c1/C=N/NC(=O)c1ccncc1,0.2743345054816717,-1.2,-4.37422189342555,78,-1.2,0.0
OGNUYRYEVRQURT-SRZZPIQSSA-N,2087,110,6905913,Cc1nn(Cc2ccccc2)c(Cl)c1/C=N/NC(=O)c1cccnc1,0.2577972418797959,-1.6,-6.206427921156884,79,-1.6,0.0
CSLUMYLZBFCSHJ-BUVRLJJBSA-N,2087,110,6900379,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1,0.12062998913896007,-0.9,-7.4608313108877296,80,-0.9,0.0
JSQRKBXDHZKOIA-AFUMVMLFSA-N,2087,110,6893215,Cc1nn(-c2ccc(F)cc2)c(Cl)c1/C=N/NC(=O)c1cccc(S(=O)(=O)N2CCCC2)c1,0.30536822828644544,-2.3,-7.531890311268808,81,-2.3,0.0
JHQHGRRRSWDLDT-WYMPLXKRSA-N,2087,110,6892678,COc1ccc(NCC(=O)N/N=C/c2c(C)nn(Cc3ccccc3)c2Cl)cc1,0.2366570516410914,-2.1,-8.873599943198867,82,-2.1,0.0
OQCRINMBFCDGEC-SSDVNMTOSA-N,2087,110,9638855,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/NC(=O)C1COc2ccccc2O1,0.0,0.0,0.0,83,,0.0
ZVXZHQCFSPCKBT-UHFFFAOYSA-N,2098,109,16803351,CC1C(=O)N2CCCc3cc(S(=O)(=O)N4CCCCC4)cc1c32,0.36461482306158194,6.2,17.00424559797133,1,6.2,1.0
IJSWYLOFHPKSPH-UHFFFAOYSA-N,2098,109,18578012,CC1C(=O)N2CCCc3cc(NS(=O)(=O)c4ccccc4)cc1c32,0.25163692941224663,3.9,15.498520066626577,2,3.9,1.0
FLBSXIGPZIMZPT-UHFFFAOYSA-N,2098,109,16823274,CC1C(=O)N2CCCc3cc(S(=O)(=O)Nc4ccccc4C(N)=O)cc1c32,0.24396592037925557,3.1,12.706692783897505,3,3.1,1.0
JHACDXBQQMYOHZ-UHFFFAOYSA-N,2098,109,18577994,CC1C(=O)N2CCCc3cc(NC(=O)c4ccccc4C(F)(F)F)cc1c32,0.4492523541921313,4.9,10.907010178747829,4,4.9,1.0
KEALSBZFQAKYLE-UHFFFAOYSA-N,2098,109,16823209,Cc1ccc(S(=O)(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.32499325612575075,3.5,10.76945423952346,5,3.5,1.0
HGASXFTWMPUWII-UHFFFAOYSA-N,2098,109,16823211,CC1C(=O)N2CCCc3cc(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc1c32,0.36407994359980245,3.3,9.06394339488079,6,3.3,1.0
TVPCAMJLTYLGCC-UHFFFAOYSA-N,2098,109,18578010,CC1C(=O)N2CCCc3cc(NC(=O)C4CCCCC4)cc1c32,0.22987552271215808,3.0,13.050541286888091,7,3.0,0.0
WWHNLCBHFCZIJK-UHFFFAOYSA-N,2098,109,18578018,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCc4ccc5c(c4)OCO5)cc1c32,0.22942275796096587,0.5,2.1793827449544927,8,0.5,0.0
QAQUPSMTXGKRRM-UHFFFAOYSA-N,2098,109,16823236,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCc4ccccn4)cc1c32,0.18384579003734874,0.3,1.6318023923150713,9,0.3,0.0
YFRRRHRVMUOXJL-UHFFFAOYSA-N,2098,109,16823215,COc1ccc(C)cc1S(=O)(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.2223495487557313,0.2,0.8994846228346339,10,0.2,0.0
OVIAFJUHAXVUJU-UHFFFAOYSA-N,2098,109,16823230,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCCc4ccc(F)cc4)cc1c32,0.333460483856543,0.2,0.5997712163281134,11,0.2,0.0
RJKRAAJPHVTTHG-UHFFFAOYSA-N,2098,109,16823243,CC(C)NC(=O)C(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.199296507244715,0.1,0.5017649400007327,12,0.1,0.0
XEJILUQDCWIJJF-UHFFFAOYSA-N,2098,109,22584744,CC1C(=O)N2CCCc3cc(S(=O)(=O)NCCc4ccccc4)cc1c32,0.23303730691744715,0.1,0.42911584124779106,13,0.1,0.0
YJDSOCNDRYZSJR-UHFFFAOYSA-N,2098,109,16823231,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCCN4CCOCC4)cc1c32,0.25786982746690473,0.1,0.38779255790534123,14,0.1,0.0
RYIRVXVEUOBHCQ-UHFFFAOYSA-N,2098,109,22584722,Cc1cccc(NS(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)c1,0.26666293768996296,0.1,0.37500524394681917,15,0.1,0.0
SLAPBQFTSVAJQO-UHFFFAOYSA-N,2098,109,16823204,CC1C(=O)N2CCCc3cc(NC(=O)c4ccco4)cc1c32,0.26966916931902796,0.1,0.37082474148795463,16,0.1,0.0
SFPKBAJTXSWTJP-UHFFFAOYSA-N,2098,109,18577995,CC1C(=O)N2CCCc3cc(NC(=O)c4ccccc4F)cc1c32,0.2914761095627325,0.1,0.3430812911220007,17,0.1,0.0
HHSKKYMXIKQIKY-UHFFFAOYSA-N,2098,109,22584743,CC1CCCN(S(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)C1,0.3048192884531779,0.1,0.32806322889688333,18,0.1,0.0
SBZANESQJQOIPJ-UHFFFAOYSA-N,2098,109,22584717,Cc1ccc(CNS(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.3411683798881046,0.1,0.2931103991313547,19,0.1,0.0
CRIHOJAIVGRYNP-UHFFFAOYSA-N,2098,109,16032268,CCOC(=O)C1CCN(S(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)CC1,0.2579145344154353,0.0,0.0,20,0.0,0.0
LLJVUPNSSZOCQT-UHFFFAOYSA-N,2098,109,16032273,CC1CCN(S(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)CC1,0.17879144377990278,0.0,0.0,21,0.0,0.0
DZBJKWURPKPXHD-UHFFFAOYSA-N,2098,109,16032283,CC1C(=O)N2CCCc3cc(S(=O)(=O)N4CCC(C(N)=O)CC4)cc1c32,0.22421236866371402,0.0,0.0,22,0.0,0.0
WQVNHHMYGHJIPV-UHFFFAOYSA-N,2098,109,16803355,COc1ccc(N2CCN(S(=O)(=O)c3cc4c5c(c3)C(C)C(=O)N5CCC4)CC2)cc1,0.26021809988430084,0.0,0.0,23,0.0,0.0
PIIOOAAQEYWWJV-UHFFFAOYSA-N,2098,109,16823179,CC1C(=O)N2CCCc3cc(NC(=O)COc4ccc(Cl)cc4)cc1c32,0.37373219288663917,0.0,0.0,24,0.0,0.0
MZSVVSYNDPEGMR-UHFFFAOYSA-N,2098,109,16823205,CC1C(=O)N2CCCc3cc(NS(C)(=O)=O)cc1c32,0.20579463794414474,0.0,0.0,25,0.0,0.0
DCNZPEZRBYZCRB-UHFFFAOYSA-N,2098,109,16823207,CC1C(=O)N2CCCc3cc(NS(=O)(=O)c4ccc(F)cc4)cc1c32,0.2477113690355865,0.0,0.0,26,0.0,0.0
FMBYCQQERAVGKV-UHFFFAOYSA-N,2098,109,16823228,COCCNC(=O)C(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.281051407259575,0.0,0.0,27,0.0,0.0
RIVISHCEIGSMKV-UHFFFAOYSA-N,2098,109,16823232,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCCCc4ccccc4)cc1c32,0.2500230602860117,0.0,0.0,28,0.0,0.0
AAWBYVQFVPCYKO-UHFFFAOYSA-N,2098,109,16823240,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCCc4ccccc4)cc1c32,0.3302929049879858,0.0,0.0,29,0.0,0.0
ZXWFJGURLBDFKU-UHFFFAOYSA-N,2098,109,16823242,CNC(=O)C(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.2582138324769042,0.0,0.0,30,0.0,0.0
QYLPYTRQDAKPPH-UHFFFAOYSA-N,2098,109,16823245,CC(C)CNC(=O)C(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.25390596930073767,0.0,0.0,31,0.0,0.0
RHNJTTIJCQAXTK-UHFFFAOYSA-N,2098,109,16823247,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCCc4c[nH]c5ccccc45)cc1c32,0.4883732008151494,0.0,0.0,32,0.0,0.0
MQNYMPHCDZZNAR-UHFFFAOYSA-N,2098,109,16823249,CCCNS(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0.26445323059029885,0.0,0.0,33,0.0,0.0
KBUDPETYUZZLMO-UHFFFAOYSA-N,2098,109,16823262,COC(=O)c1ccc(NS(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.19260103233467307,0.0,0.0,34,0.0,0.0
HMZODCKVTBSPRK-UHFFFAOYSA-N,2098,109,16823263,CC1C(=O)N2CCCc3cc(S(=O)(=O)N(C)CCC#N)cc1c32,0.2567618313536477,0.0,0.0,35,0.0,0.0
OFDYDEHPYUFCDC-UHFFFAOYSA-N,2098,109,18577989,CCCC(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.2534671249943733,0.0,0.0,36,0.0,0.0
QEDKLQLSQSMMDL-UHFFFAOYSA-N,2098,109,18577990,CC1C(=O)N2CCCc3cc(NC(=O)CC(C)(C)C)cc1c32,0.2155094686328984,0.0,0.0,37,0.0,0.0
SEYBNSAFOVJGRA-UHFFFAOYSA-N,2098,109,18577999,CC(C)CC(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.21188995160823443,0.0,0.0,38,0.0,0.0
AFAZCTIHOPFQBE-UHFFFAOYSA-N,2098,109,18578017,COc1ccccc1CCNC(=O)C(=O)Nc1cc2c3c(c1)C(C)C(=O)N3CCC2,0.2904145370205422,0.0,0.0,39,0.0,0.0
PBMFKUSIJHXOBV-UHFFFAOYSA-N,2098,109,18578021,COCCCNS(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0.24359931807947813,0.0,0.0,40,0.0,0.0
KOXRFDJSBGMYDY-UHFFFAOYSA-N,2098,109,22584713,CC1C(=O)N2CCCc3cc(S(=O)(=O)N4CCN(c5ccccc5F)CC4)cc1c32,0.3041290713470611,0.0,0.0,41,0.0,0.0
AUNYPWSPELKRQA-UHFFFAOYSA-N,2098,109,22584715,CC1C(=O)N2CCCc3cc(S(=O)(=O)N(C)Cc4ccccc4)cc1c32,0.21823461561794097,0.0,0.0,42,0.0,0.0
XSBRAHDWOWJWFS-UHFFFAOYSA-N,2098,109,22584716,CCN(c1ccccc1)S(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0.3139274275373385,0.0,0.0,43,0.0,0.0
KGJJEBNLORHHDA-UHFFFAOYSA-N,2098,109,22584718,CC1C(=O)N2CCCc3cc(S(=O)(=O)NCc4ccc(Cl)cc4)cc1c32,0.34566273364371947,0.0,0.0,44,0.0,0.0
OIXJNOWBZRLPPK-UHFFFAOYSA-N,2098,109,22584719,COc1ccc(NS(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.24567358727488314,0.0,0.0,45,0.0,0.0
OALNPBFLJYAQDV-UHFFFAOYSA-N,2098,109,22584725,COc1ccc(CCNS(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1OC,0.23608011971348306,0.0,0.0,46,0.0,0.0
OUJLZNLZZJVTGQ-UHFFFAOYSA-N,2098,109,22584727,CCOc1ccc(NS(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.23436334610913223,0.0,0.0,47,0.0,0.0
YXAQJXPKTAZXIH-UHFFFAOYSA-N,2098,109,22584731,CC1C(=O)N2CCCc3cc(S(=O)(=O)N4CCN(c5ccc(F)cc5)CC4)cc1c32,0.254702708762025,0.0,0.0,48,0.0,0.0
WNUKQNDDUSDTPT-UHFFFAOYSA-N,2098,109,22584737,CC1CC(C)CN(S(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)C1,0.27762190779170104,0.0,0.0,49,0.0,0.0
HRJLCLVYOYQMPB-UHFFFAOYSA-N,2098,109,22584745,COc1ccccc1CNS(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0.2478902242970569,0.0,0.0,50,0.0,0.0
AYFPVIBQKPHTMX-UHFFFAOYSA-N,2098,109,22584748,CC1C(=O)N2CCCc3cc(S(=O)(=O)NCc4ccccc4Cl)cc1c32,0.284478209177749,0.0,0.0,51,0.0,0.0
GWJAUFNOEHWIBB-UHFFFAOYSA-N,2098,109,22584750,CCOc1ccccc1NS(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0.2239289226014959,0.0,0.0,52,0.0,0.0
YBTYXGNGPUVMTN-UHFFFAOYSA-N,2098,109,22584751,Cc1ccccc1NS(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0.2424204907505709,0.0,0.0,53,0.0,0.0
RDTSKHPUGQBROB-UHFFFAOYSA-N,2098,109,16823192,COc1ccc(C(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)c(OC)c1,0.3773060220356088,-0.1,-0.26503685114933667,54,-0.1,0.0
QGGBODVXLHGXHZ-UHFFFAOYSA-N,2098,109,16823199,COc1ccc(CCC(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.2741383494347824,-0.1,-0.3647793174730194,55,-0.1,0.0
NNLQGWYTBSEWAS-UHFFFAOYSA-N,2098,109,16823253,CC1C(=O)N2CCCc3cc(S(=O)(=O)Nc4ccccc4F)cc1c32,0.26758413739217224,-0.1,-0.37371423050178665,56,-0.1,0.0
IGQQTSZHBVYWPQ-UHFFFAOYSA-N,2098,109,16823191,CC1C(=O)N2CCCc3cc(NC(=O)c4ccccc4Br)cc1c32,0.23802315307753447,-0.1,-0.42012719648086366,57,-0.1,0.0
GNUUCNCGXBKZOC-UHFFFAOYSA-N,2098,109,22584712,CC1C(=O)N2CCCc3cc(S(=O)(=O)N(C)c4ccccc4)cc1c32,0.3734385351563606,-0.2,-0.5355633689925947,58,-0.2,0.0
INMKRWVTDBHAAP-UHFFFAOYSA-N,2098,109,18577992,CC1C(=O)N2CCCc3cc(NC(=O)C4CC4)cc1c32,0.185289450447159,-0.1,-0.5396961335827271,59,-0.1,0.0
ZUNTZZNOIWWQQA-UHFFFAOYSA-N,2098,109,16823193,COc1ccc(C(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1OC,0.3185694533194086,-0.2,-0.6278065831989019,60,-0.2,0.0
XTDWHMQIZOMNLJ-UHFFFAOYSA-N,2098,109,16823178,CC1C(=O)N2CCCc3cc(NC(=O)COc4ccccc4)cc1c32,0.26658152837484417,-0.2,-0.750239527919493,61,-0.2,0.0
NIVCEOCNQGEBEV-UHFFFAOYSA-N,2098,109,16830297,COc1ccc(S(=O)(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1OC,0.234563972065295,-0.2,-0.8526458613359706,62,-0.2,0.0
SAYBWUJWHLOBCD-UHFFFAOYSA-N,2098,109,16823214,COc1ccc(OC)c(S(=O)(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)c1,0.23372675802828702,-0.2,-0.8557000562845047,63,-0.2,0.0
BPLAMQPXYRBOMK-UHFFFAOYSA-N,2098,109,16823173,COc1ccc(C(=O)Nc2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.33889734784538217,-0.3,-0.8852238056960876,64,-0.3,0.0
YMUVKEKKNHBLJV-UHFFFAOYSA-N,2098,109,16803357,CC1C(=O)N2CCCc3cc(S(=O)(=O)N4CCN(c5cccc(Cl)c5)CC4)cc1c32,0.3667851605448627,-0.4,-1.0905566610322956,65,-0.4,0.0
YSZKNDOSBJXPAZ-UHFFFAOYSA-N,2098,109,16823251,CC1C(=O)N2CCCc3cc(S(=O)(=O)NCc4ccc(F)cc4)cc1c32,0.2087584937429707,-0.3,-1.437067276263108,66,-0.3,0.0
FVBCFWTVQYXYRL-UHFFFAOYSA-N,2098,109,16823237,CC1C(=O)N2CCCc3cc(NC(=O)C(=O)NCc4cccnc4)cc1c32,0.2642942447690024,-0.5,-1.8918308283141332,67,-0.5,0.0
JBFQCXCFBMXXAL-UHFFFAOYSA-N,2098,109,22584732,COc1ccc(CNS(=O)(=O)c2cc3c4c(c2)C(C)C(=O)N4CCC3)cc1,0.28267051998568743,-0.8,-2.8301500985688453,68,-0.8,0.0
WSJSHJAWBSDFHY-UHFFFAOYSA-N,2098,109,22584729,COc1ccccc1CCNS(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,0.5175630417930439,-8.1,-15.650267399191378,69,-8.1,0.0
SNADWEHZRRNGPV-PLRMZIDKSA-N,2132,107,46904615,COc1ccc([C@H]2N[C@]3(CCCN(Cc4ccco4)C3=O)[C@H]3C(=O)N(C)C(=O)[C@@H]23)cc1.O=C(O)C(F)(F)F,0.5309949417691349,9.1,17.137639710241313,1,9.1,1.0
OXMOSPSWOUPMLF-PFYULWQUSA-N,2132,107,46904719,O=C(O)C(F)(F)F.O=C1[C@H]2[C@@H](C(=O)N1Cc1ccccc1)[C@@H](c1ccc(C(F)(F)F)cc1)N[C@]21CCCN(CC2CCCCC2)C1=O,0.3934550734626952,6.2,15.757834675851099,2,6.2,1.0
IJZBZHQJNZIDJL-PLRPEPICSA-N,2132,107,46904579,CCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H](c1ccc(C)cc1)N[C@]21CCCN(CC2CCCCC2)C1=O.O=C(O)C(F)(F)F,0.531905871608272,7.5,14.100239159464401,3,7.5,1.0
MADYYRQCTXVUGV-PLRMZIDKSA-N,2132,107,46904557,Cc1ccc([C@H]2N[C@]3(CCCN(Cc4ccco4)C3=O)[C@H]3C(=O)N(C)C(=O)[C@@H]23)cc1.O=C(O)C(F)(F)F,0.42317924460352185,5.9,13.94208264048425,4,5.9,1.0
MYXYRHDFWFGRIT-KPVJYDMTSA-N,2132,107,46904697,CCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H](c1ccc(C(F)(F)F)cc1)N[C@]21CCCN(CC2CCCCC2)C1=O.O=C(O)C(F)(F)F,0.4897581841216474,6.4,13.067673410048318,5,6.4,1.0
RGQWVGQOJLZDJP-WRCDMPKQSA-N,2132,107,46904619,COc1ccc([C@H]2N[C@]3(CCCN(Cc4cccn4C)C3=O)[C@H]3C(=O)N(C)C(=O)[C@@H]23)cc1.O=C(O)C(F)(F)F,0.3542994644070148,4.5,12.701119962265752,6,4.5,1.0
DGEDYKOJMRIDAU-OANXMZBQSA-N,2132,107,46904541,Cn1cccc1CN1CCC[C@]2(N[C@H](c3ccccc3)[C@@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]32)C1=O.O=C(O)C(F)(F)F,0.36964796631165425,4.0,10.82110647033171,7,4.0,1.0
YLFUXHYTCVPCEJ-KPVJYDMTSA-N,2132,107,46904581,CCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H](c1ccc(C)cc1)N[C@]21CCCN(Cc2cccn2C)C1=O.O=C(O)C(F)(F)F,0.453171437502697,4.8,10.592017948994044,8,4.8,1.0
WWZRVWDLKHBFDP-PAFYERHGSA-N,2132,107,46904589,Cc1ccc([C@H]2N[C@]3(CCCN(Cc4ccc(Cl)cc4)C3=O)[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]23)cc1.O=C(O)C(F)(F)F,0.4773694242900821,4.5,9.426661556072963,9,4.5,1.0
PCTGIYLSRLGQDE-KPVJYDMTSA-N,2132,107,46904543,Cc1ccc([C@H]2N[C@]3(CCCN(Cc4ccccc4)C3=O)[C@H]3C(=O)N(C)C(=O)[C@@H]23)cc1.O=C(O)C(F)(F)F,0.37125756923747316,3.4,9.15806243892419,10,3.4,1.0
UELZUFYLOCMECB-PFYULWQUSA-N,2132,107,46904533,O=C(O)C(F)(F)F.O=C1[C@H]2[C@@H](C(=O)N1Cc1ccccc1)[C@@H](c1ccccc1)N[C@]21CCCN(Cc2ccc(C(F)(F)F)cc2)C1=O,0.6965278179232832,6.3,9.044864882473211,11,6.3,1.0
JQCBVYIZSIZHPL-PAFYERHGSA-N,2132,107,46904647,COc1ccc([C@H]2N[C@]3(CCCN(Cc4ccc(Br)cc4)C3=O)[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]23)cc1.O=C(O)C(F)(F)F,0.4827441320747173,4.2,8.700261113375772,12,4.2,1.0
NKDLPJSCOFLQQK-PFYULWQUSA-N,2132,107,46904527,O=C(O)C(F)(F)F.O=C1[C@H]2[C@@H](C(=O)N1Cc1ccccc1)[C@@H](c1ccccc1)N[C@]21CCCN(Cc2ccc(Cl)cc2)C1=O,0.5269804034872677,4.4,8.349456584880974,13,4.4,1.0
YMBNGFGNCVPGAA-PLRPEPICSA-N,2132,107,46904545,Cc1ccc(CN2CCC[C@]3(N[C@H](c4ccc(C)cc4)[C@@H]4C(=O)N(C)C(=O)[C@@H]43)C2=O)cc1.O=C(O)C(F)(F)F,0.3871893216849174,3.1,8.006419150481333,14,3.1,1.0
MZLGEEZTZYEXKA-PAFYERHGSA-N,2132,107,46904703,Cc1ccc(CN2CCC[C@]3(N[C@H](c4ccc(C(F)(F)F)cc4)[C@@H]4C(=O)N(Cc5ccccc5)C(=O)[C@@H]43)C2=O)cc1.O=C(O)C(F)(F)F,0.5050235998402804,3.6,7.128379745300104,15,3.6,1.0
PSYUFPZWAFDCSO-PLRPEPICSA-N,2132,107,46904625,CCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H](c1ccc(OC)cc1)N[C@]21CCCN(Cc2ccc(Br)cc2)C1=O.O=C(O)C(F)(F)F,0.5296176563067979,3.5,6.608541007500916,16,3.5,1.0
JCVYYKSMTOKYKF-XPWHFYMFSA-N,2132,107,46904653,COc1ccc(CN2CCC[C@]3(N[C@H](c4ccc(OC)cc4)[C@@H]4C(=O)N(Cc5ccccc5)C(=O)[C@@H]43)C2=O)cc1.O=C(O)C(F)(F)F,0.1872699877145613,1.7,9.077802699443524,17,1.7,0.0
PVMJVIWDUDQXKZ-XPWHFYMFSA-N,2132,107,46904593,COc1ccc(CN2CCC[C@]3(N[C@H](c4ccc(C)cc4)[C@@H]4C(=O)N(Cc5ccccc5)C(=O)[C@@H]43)C2=O)cc1.O=C(O)C(F)(F)F,0.27398274855573423,2.4,8.759675609691849,18,2.4,0.0
ZAGKNBVSAGLILW-PLRPEPICSA-N,2132,107,46904611,COc1ccc(CN2CCC[C@]3(N[C@H](c4ccc(OC)cc4)[C@@H]4C(=O)N(C)C(=O)[C@@H]43)C2=O)cc1.O=C(O)C(F)(F)F,0.33469312862087974,2.7,8.06709122211588,19,2.7,0.0
FVJVCRXFBLGMEK-RPYWKMCOSA-N,2132,107,46904631,CCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H](c1ccc(OC)cc1)N[C@]21CCCN(Cc2ccc(OC)cc2)C1=O.O=C(O)C(F)(F)F,0.2577469203250118,1.8,6.983594596320489,20,1.8,0.0
